stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,stop_url,location_type,wheelchair_boarding,platform_code,parent_station,level_id,zone_id
17137,17137,Hwy 65 - Central Ave NE & Medtronic Pkwy,Farside S,45.071215,-93.247642,https://www.metrotransit.org/nextrip/17137,0,1,,,,
17138,17138,Central Ave NE & 53rd Ave NE,Farside S,45.064064,-93.247799,https://www.metrotransit.org/nextrip/17138,0,1,,,,
17140,17140,Central Ave NE & 52nd Ave NE,Farside N,45.062709,-93.247362,https://www.metrotransit.org/nextrip/17140,0,1,,,,
17141,17141,Central Ave NE & 52nd Ave NE,Across From S,45.062192,-93.247777,https://www.metrotransit.org/nextrip/17141,0,1,,,,
17144,17144,Central Ave NE & 50th Ave NE,Farside N,45.059295,-93.247364,https://www.metrotransit.org/nextrip/17144,0,1,,,,
17145,17145,Central Ave NE & 50th Ave NE,Nearside S,45.059151,-93.247754,https://www.metrotransit.org/nextrip/17145,0,1,,,,
17146,17146,Central Ave NE & 49th Ave NE,Farside S,45.056863,-93.247754,https://www.metrotransit.org/nextrip/17146,0,1,,,,
17147,17147,Central Ave NE & 49th Ave NE,Farside N,45.057491,-93.247329,https://www.metrotransit.org/nextrip/17147,0,1,,,,
17150,17150,Central Ave NE & 47th Ave NE,Across From S,45.053206,-93.247749,https://www.metrotransit.org/nextrip/17150,0,1,,,,
17151,17151,Central Ave NE & 47th Ave NE,Farside N,45.053880,-93.247331,https://www.metrotransit.org/nextrip/17151,0,1,,,,
17154,17154,Central Ave NE & 45th Ave NE,Farside S,45.049773,-93.247544,https://www.metrotransit.org/nextrip/17154,0,1,,,,
17155,17155,Central Ave NE & 45th Ave NE,Farside N,45.050327,-93.247283,https://www.metrotransit.org/nextrip/17155,0,1,,,,
17156,17156,Central Ave NE & 44th Ave NE,Farside N,45.048484,-93.247279,https://www.metrotransit.org/nextrip/17156,0,1,,,,
17157,17157,Central Ave NE & 44th Ave NE,Nearside S,45.048444,-93.247534,https://www.metrotransit.org/nextrip/17157,0,1,,,,
17160,17160,Central Ave NE & 42nd Ave NE,Nearside N,45.044423,-93.247211,https://www.metrotransit.org/nextrip/17160,0,1,,,,
17161,17161,Central Ave NE & 42nd Ave NE,Nearside S,45.044742,-93.247529,https://www.metrotransit.org/nextrip/17161,0,1,,,,
17162,17162,Central Ave NE & 41st Ave NE,Nearside S,45.042892,-93.247478,https://www.metrotransit.org/nextrip/17162,0,1,,,,
17165,17165,Central Ave NE & 40th Ave NE,Nearside S,45.041095,-93.247490,https://www.metrotransit.org/nextrip/17165,0,1,,,,
17166,17166,Central Ave NE & 39th Ave NE,Nearside S,45.038394,-93.247454,https://www.metrotransit.org/nextrip/17166,0,1,,,,
17169,17169,Central Ave NE & 37th Ave NE,Farside N,45.036200,-93.247087,https://www.metrotransit.org/nextrip/17169,0,1,,,,
17170,17170,Central Ave NE & 37th Ave NE,Nearside S,45.035874,-93.247434,https://www.metrotransit.org/nextrip/17170,0,1,,,,
17174,17174,Central Ave NE & 35th Ave NE,Nearside N,45.031093,-93.247174,https://www.metrotransit.org/nextrip/17174,0,1,,,,
17175,17175,Central Ave NE & 35th Ave NE,Across From S,45.030775,-93.247496,https://www.metrotransit.org/nextrip/17175,0,1,,,,
17178,17178,Central Ave NE & 33rd Ave NE,Nearside N,45.027456,-93.247220,https://www.metrotransit.org/nextrip/17178,0,1,,,,
17179,17179,Central Ave NE & 33rd Ave NE,Across From S,45.027175,-93.247511,https://www.metrotransit.org/nextrip/17179,0,1,,,,
17180,17180,Central Ave NE & St Anthony Pkwy,Farside S,45.025246,-93.247523,https://www.metrotransit.org/nextrip/17180,0,1,,,,
17181,17181,Central Ave NE & St Anthony Pkwy,Nearside N,45.025547,-93.247217,https://www.metrotransit.org/nextrip/17181,0,1,,,,
17182,17182,Central Ave NE & 31st Ave NE,Nearside N,45.023838,-93.247214,https://www.metrotransit.org/nextrip/17182,0,1,,,,
17183,17183,Central Ave NE & 31st Ave NE,Across From S,45.023571,-93.247501,https://www.metrotransit.org/nextrip/17183,0,1,,,,
17186,17186,Central Ave NE & 29th Ave NE,Nearside N,45.020215,-93.247221,https://www.metrotransit.org/nextrip/17186,0,1,,,,
17187,17187,Central Ave NE & 29th Ave NE,Across From S,45.019984,-93.247516,https://www.metrotransit.org/nextrip/17187,0,1,,,,
17188,17188,Central Ave NE & 28th Ave / 27th Ave,Midblock S,45.017436,-93.247491,https://www.metrotransit.org/nextrip/17188,0,1,,,,
17190,17190,Central Ave NE & 27th Ave NE,Nearside N,45.016632,-93.247225,https://www.metrotransit.org/nextrip/17190,0,1,,,,
17192,17192,Central Ave NE & 26th Ave NE,Nearside S,45.015067,-93.247508,https://www.metrotransit.org/nextrip/17192,0,1,,,,
17194,17194,Central Ave NE & Lowry Ave NE,Nearside N,45.013048,-93.247212,https://www.metrotransit.org/nextrip/17194,0,1,,,,
17195,17195,Central Ave NE & Lowry Ave NE,Nearside S,45.013279,-93.247564,https://www.metrotransit.org/nextrip/17195,0,1,,,,
17200,17200,Central Ave NE & 22nd Ave NE,Nearside S,45.010001,-93.247503,https://www.metrotransit.org/nextrip/17200,0,1,,,,
17201,17201,Central Ave NE & 22nd Ave NE,Nearside N,45.009754,-93.247220,https://www.metrotransit.org/nextrip/17201,0,1,,,,
17206,17206,Central Ave NE & 18th 1/2 Ave NE,Nearside N,45.006823,-93.247232,https://www.metrotransit.org/nextrip/17206,0,1,,,,
17207,17207,Central Ave NE & 18th 1/2 Ave NE,Nearside S,45.007017,-93.247519,https://www.metrotransit.org/nextrip/17207,0,1,,,,
17211,17211,Central Ave NE & 14th Ave NE,Nearside N,45.002152,-93.247229,https://www.metrotransit.org/nextrip/17211,0,1,,,,
17212,17212,Central Ave NE & 14th Ave NE,Nearside S,45.002466,-93.247457,https://www.metrotransit.org/nextrip/17212,0,1,,,,
17215,17215,Central Ave NE & Broadway St NE,Farside N,44.999178,-93.247143,https://www.metrotransit.org/nextrip/17215,0,1,,,,
17216,17216,Central Ave NE & Broadway St NE,Farside S,44.998299,-93.247433,https://www.metrotransit.org/nextrip/17216,0,1,,,,
17219,17219,Central Ave NE & Spring St NE,Nearside N,44.994990,-93.248221,https://www.metrotransit.org/nextrip/17219,0,1,,,,
17220,17220,Central Ave NE & Spring St NE,Farside S,44.994909,-93.248554,https://www.metrotransit.org/nextrip/17220,0,1,,,,
17224,17224,Central Ave NE & 7th St SE,Nearside N,44.990551,-93.251736,https://www.metrotransit.org/nextrip/17224,0,1,,,,
17225,17225,Central Ave NE & 7th St NE,Nearside S,44.991325,-93.251392,https://www.metrotransit.org/nextrip/17225,0,1,,,,
17227,17227,Central Ave NE & Hennepin Ave E,Nearside S,44.989292,-93.253007,https://www.metrotransit.org/nextrip/17227,0,1,,,,
17240,17240,Labore Rd & Centerville Rd,Nearside W,45.026924,-93.087643,https://www.metrotransit.org/nextrip/17240,0,1,,,,
17241,17241,Centerville Rd & Labore Rd,Nearside N,45.026773,-93.087831,https://www.metrotransit.org/nextrip/17241,0,1,,,,
17242,17242,Labore Rd & #396,Nearside E,45.026864,-93.084766,https://www.metrotransit.org/nextrip/17242,0,1,,,,
17243,17243,Labore Rd & Desoto St,Nearside E,45.026825,-93.081743,https://www.metrotransit.org/nextrip/17243,0,1,,,,
17246,17246,Labore Rd & Edgerton St,Nearside E,45.026793,-93.076772,https://www.metrotransit.org/nextrip/17246,0,2,,,,
17255,17255,Co Rd D & Aspen Circle E (east),Across From W,45.035918,-93.063062,https://www.metrotransit.org/nextrip/17255,0,2,,,,
17257,17257,Co Rd D & Arcade St,Across From W,45.035918,-93.066337,https://www.metrotransit.org/nextrip/17257,0,2,,,,
17259,17259,Co Rd D & Ontario Rd,Across From W,45.035931,-93.071165,https://www.metrotransit.org/nextrip/17259,0,2,,,,
17266,17266,Co Rd D & Ontario Rd,Farside E,45.035848,-93.070650,https://www.metrotransit.org/nextrip/17266,0,2,,,,
17268,17268,Co Rd D & Arcade St,Nearside E,45.035850,-93.066755,https://www.metrotransit.org/nextrip/17268,0,2,,,,
17270,17270,Co Rd D & Aspen Circle E (east),Nearside E,45.035841,-93.063212,https://www.metrotransit.org/nextrip/17270,0,2,,,,
17271,17271,Co Rd D & Labore Rd,Nearside W,45.035921,-93.058468,https://www.metrotransit.org/nextrip/17271,0,2,,,,
17282,17282,Labore Rd & Desoto St,Nearside W,45.026890,-93.081419,https://www.metrotransit.org/nextrip/17282,0,2,,,,
17307,17307,Snelling & Dayton Station,Nearside S,44.947560,-93.167118,https://www.metrotransit.org/nextrip/17307,0,1,,,,
17311,17311,Snelling Ave & Summit Ave,Nearside S,44.941814,-93.167117,https://www.metrotransit.org/nextrip/17311,0,1,,,,
17312,17312,Snelling & Grand Station,Farside S,44.939751,-93.167133,https://www.metrotransit.org/nextrip/17312,0,1,,,,
17318,17318,Snelling & St Clair Station,Nearside S,44.934444,-93.167139,https://www.metrotransit.org/nextrip/17318,0,1,,,,
17332,17332,Snelling & Highland Station,Nearside S,44.919897,-93.167128,https://www.metrotransit.org/nextrip/17332,0,1,,,,
17366,17366,Snelling & Grand Station,Nearside N,44.939760,-93.166903,https://www.metrotransit.org/nextrip/17366,0,1,,,,
17371,17371,Snelling & Dayton Station,Nearside N,44.947257,-93.166882,https://www.metrotransit.org/nextrip/17371,0,1,,,,
17415,17415,American Blvd & Metro Dr E,Across From E,44.858566,-93.227412,https://www.metrotransit.org/nextrip/17415,0,1,,,,
17516,17516,38th St W & Nicollet Ave S,Nearside E,44.934061,-93.278117,https://www.metrotransit.org/nextrip/17516,0,1,,,,
17517,17517,38th St E & Nicollet Ave S,Nearside W,44.934179,-93.277717,https://www.metrotransit.org/nextrip/17517,0,1,,,,
17524,17524,38th St W & Grand Ave S,Nearside E,44.934022,-93.284504,https://www.metrotransit.org/nextrip/17524,0,1,,,,
17525,17525,38th St W & Grand Ave S,Nearside W,44.934149,-93.284228,https://www.metrotransit.org/nextrip/17525,0,1,,,,
17530,17530,38th St W & Lyndale Ave S,Nearside W,44.934137,-93.288058,https://www.metrotransit.org/nextrip/17530,0,1,,,,
17534,17534,38th St W & Bryant Ave S,Nearside W,44.934125,-93.290644,https://www.metrotransit.org/nextrip/17534,0,1,,,,
17542,17542,36th Ave N & Perry Ave N,Nearside E,45.020460,-93.341642,https://www.metrotransit.org/nextrip/17542,0,1,,,,
17546,17546,36th Ave N & Regent Ave N,Nearside E,45.020427,-93.344247,https://www.metrotransit.org/nextrip/17546,0,1,,,,
17548,17548,36th Ave N & Cub Foods,Across From W,45.020602,-93.345147,https://www.metrotransit.org/nextrip/17548,0,1,,,,
17550,17550,36th Ave N & Welcome Ave,Nearside E,45.021667,-93.351028,https://www.metrotransit.org/nextrip/17550,0,1,,,,
17551,17551,36th Ave N & Welcome Ave,Nearside W,45.021787,-93.350600,https://www.metrotransit.org/nextrip/17551,0,1,,,,
17554,17554,36th Ave N & Yates Ave,Nearside E,45.021713,-93.353798,https://www.metrotransit.org/nextrip/17554,0,1,,,,
17555,17555,36th Ave N & Yates Ave,Nearside W,45.021826,-93.353532,https://www.metrotransit.org/nextrip/17555,0,1,,,,
17556,17556,36th Ave N & Zane Ave,Nearside W,45.021850,-93.354801,https://www.metrotransit.org/nextrip/17556,0,1,,,,
17557,17557,36th Ave N & Zane Ave,Nearside E,45.021716,-93.355141,https://www.metrotransit.org/nextrip/17557,0,1,,,,
17558,17558,36th Ave N & Adair Ave N,Across From E,45.021734,-93.356330,https://www.metrotransit.org/nextrip/17558,0,1,,,,
17559,17559,36th Ave N & Adair Ave N,Nearside W,45.021865,-93.356075,https://www.metrotransit.org/nextrip/17559,0,1,,,,
17561,17561,36th Ave N & Brunswick Ave,Nearside E,45.021740,-93.357681,https://www.metrotransit.org/nextrip/17561,0,1,,,,
17563,17563,36th Ave N & Colorado Ave,Nearside W,45.021902,-93.358623,https://www.metrotransit.org/nextrip/17563,0,1,,,,
17566,17566,46th Ave S & 44th St E,Nearside N,44.923322,-93.207570,https://www.metrotransit.org/nextrip/17566,0,1,,,,
17574,17574,42nd Ave S & 40th St E,Nearside N,44.930520,-93.212684,https://www.metrotransit.org/nextrip/17574,0,1,,,,
17575,17575,42nd Ave S & 39th St E,Nearside N,44.932365,-93.212669,https://www.metrotransit.org/nextrip/17575,0,1,,,,
17576,17576,42nd Ave S & 38th St E,Nearside N,44.934132,-93.212695,https://www.metrotransit.org/nextrip/17576,0,1,,,,
17577,17577,42nd Ave S & 37th St E,Nearside N,44.935762,-93.212677,https://www.metrotransit.org/nextrip/17577,0,1,,,,
17578,17578,42nd Ave S & 36th St E,Nearside N,44.937752,-93.212670,https://www.metrotransit.org/nextrip/17578,0,1,,,,
17579,17579,42nd Ave S & 35th St E,Nearside N,44.939571,-93.212661,https://www.metrotransit.org/nextrip/17579,0,1,,,,
17580,17580,42nd Ave S & 34th St E,Nearside N,44.941350,-93.212648,https://www.metrotransit.org/nextrip/17580,0,1,,,,
17587,17587,36th Ave S & 33rd St E,Nearside N,44.943130,-93.220301,https://www.metrotransit.org/nextrip/17587,0,1,,,,
17588,17588,36th Ave S & 32nd St E,Nearside N,44.944929,-93.220328,https://www.metrotransit.org/nextrip/17588,0,1,,,,
17589,17589,36th Ave S & 31st St E,Nearside N,44.946695,-93.220305,https://www.metrotransit.org/nextrip/17589,0,1,,,,
17590,17590,36th Ave S & Lake St E,Farside N,44.948640,-93.220311,https://www.metrotransit.org/nextrip/17590,0,1,,,,
17591,17591,36th Ave S & 29th St E,Nearside N,44.950045,-93.220292,https://www.metrotransit.org/nextrip/17591,0,1,,,,
17592,17592,36th Ave S & 28th St E,Farside N,44.952231,-93.220302,https://www.metrotransit.org/nextrip/17592,0,1,,,,
17593,17593,36th Ave S & 27th St E,Nearside N,44.953698,-93.220317,https://www.metrotransit.org/nextrip/17593,0,1,,,,
17594,17594,36th Ave S & 26th St E,Farside N,44.955694,-93.220269,https://www.metrotransit.org/nextrip/17594,0,1,,,,
17595,17595,25th St E & 35th Ave S,Nearside W,44.957437,-93.220773,https://www.metrotransit.org/nextrip/17595,0,1,,,,
17597,17597,25th St E & 33rd Ave S,Nearside W,44.957447,-93.223841,https://www.metrotransit.org/nextrip/17597,0,1,,,,
17599,17599,25th St E & 31st Ave S,Nearside W,44.957438,-93.226793,https://www.metrotransit.org/nextrip/17599,0,1,,,,
17601,17601,25th St E & 29th Ave S,Nearside W,44.957432,-93.229727,https://www.metrotransit.org/nextrip/17601,0,1,,,,
17608,17608,25th St E & Minnehaha Ave,Nearside W,44.957415,-93.240529,https://www.metrotransit.org/nextrip/17608,0,1,,,,
17609,17609,Minnehaha Ave S & 24th St E,Nearside N,44.959015,-93.241725,https://www.metrotransit.org/nextrip/17609,0,1,,,,
17618,17618,Cedar Ave S & #501,Farside N,44.968896,-93.247148,https://www.metrotransit.org/nextrip/17618,0,1,,,,
17622,17622,46th St E & 3rd Ave S,Nearside E,44.919611,-93.272968,https://www.metrotransit.org/nextrip/17622,0,1,,,,
17624,17624,46th St E & Clinton Ave S,Nearside E,44.919630,-93.271679,https://www.metrotransit.org/nextrip/17624,0,1,,,,
17626,17626,46th St E & Park Ave S,Nearside E,44.919662,-93.265330,https://www.metrotransit.org/nextrip/17626,0,1,,,,
17628,17628,46th St E & Chicago Ave S,Nearside E,44.919656,-93.262752,https://www.metrotransit.org/nextrip/17628,0,1,,,,
17649,17649,Cedar Ave S & 45th St E,Nearside N,44.921430,-93.247221,https://www.metrotransit.org/nextrip/17649,0,1,,,,
17650,17650,Cedar Ave S & 44th St E,Nearside N,44.923215,-93.247243,https://www.metrotransit.org/nextrip/17650,0,1,,,,
17651,17651,Cedar Ave S & 43rd St E,Nearside N,44.925017,-93.247234,https://www.metrotransit.org/nextrip/17651,0,1,,,,
17653,17653,Plymouth Ave & Washington Ave,Farside W,44.992064,-93.281964,https://www.metrotransit.org/nextrip/17653,0,1,,,,
17654,17654,Plymouth Ave & Lyndale Ave N,Nearside W,44.992014,-93.287683,https://www.metrotransit.org/nextrip/17654,0,1,,,,
17656,17656,Plymouth Ave & Bryant Ave N,Nearside W,44.992031,-93.290908,https://www.metrotransit.org/nextrip/17656,0,1,,,,
17658,17658,Plymouth Ave & Emerson Ave N,Nearside W,44.992047,-93.293930,https://www.metrotransit.org/nextrip/17658,0,1,,,,
17661,17661,Plymouth Ave & Humboldt Ave N,Across From W,44.991657,-93.298063,https://www.metrotransit.org/nextrip/17661,0,1,,,,
17665,17665,Plymouth Ave & Logan Ave N,Nearside W,44.991561,-93.303036,https://www.metrotransit.org/nextrip/17665,0,1,,,,
17669,17669,Plymouth Ave & Penn Ave N,Nearside W,44.991571,-93.308053,https://www.metrotransit.org/nextrip/17669,0,1,,,,
17676,17676,Plymouth Ave & Washburn Ave N,Nearside W,44.991610,-93.317040,https://www.metrotransit.org/nextrip/17676,0,1,,,,
17679,17679,Plymouth Ave & Theo Wirth Pkwy,Farside E,44.991602,-93.321068,https://www.metrotransit.org/nextrip/17679,0,1,,,,
17681,17681,Plymouth Ave & Washburn Ave N,Nearside E,44.991508,-93.317323,https://www.metrotransit.org/nextrip/17681,0,1,,,,
17685,17685,Plymouth Ave & Sheridan Ave N,Nearside E,44.991465,-93.312182,https://www.metrotransit.org/nextrip/17685,0,1,,,,
17688,17688,Plymouth Ave & Penn Ave N,Nearside E,44.991437,-93.308408,https://www.metrotransit.org/nextrip/17688,0,1,,,,
17692,17692,Plymouth Ave & Logan Ave N,Nearside E,44.991438,-93.303369,https://www.metrotransit.org/nextrip/17692,0,1,,,,
17696,17696,Plymouth Ave & Humboldt Ave N,Nearside E,44.991443,-93.298536,https://www.metrotransit.org/nextrip/17696,0,1,,,,
17699,17699,Plymouth Ave & Bryant Ave N,Nearside E,44.991909,-93.291211,https://www.metrotransit.org/nextrip/17699,0,1,,,,
17701,17701,Plymouth Ave & Lyndale Ave N,Nearside E,44.991858,-93.288260,https://www.metrotransit.org/nextrip/17701,0,1,,,,
17702,17702,Plymouth Ave & Washington Ave,Nearside E,44.991899,-93.281756,https://www.metrotransit.org/nextrip/17702,0,1,,,,
17704,17704,3rd Ave S & 18th St E,Nearside S,44.965284,-93.272876,https://www.metrotransit.org/nextrip/17704,0,1,,,,
17705,17705,3rd Ave S & 19th St E,Nearside S,44.964043,-93.272845,https://www.metrotransit.org/nextrip/17705,0,1,,,,
17706,17706,3rd Ave S & Franklin Ave E,Farside S,44.962450,-93.272833,https://www.metrotransit.org/nextrip/17706,0,1,,,,
17707,17707,3rd Ave S & 22nd St E,Nearside S,44.960989,-93.272859,https://www.metrotransit.org/nextrip/17707,0,1,,,,
17708,17708,3rd Ave S & 24th St E,Nearside S,44.959310,-93.272829,https://www.metrotransit.org/nextrip/17708,0,1,,,,
17709,17709,3rd Ave S & 25th St E,Farside S,44.957042,-93.272831,https://www.metrotransit.org/nextrip/17709,0,1,,,,
17711,17711,Stevens Ave S & 26th St E,Farside S,44.955286,-93.275374,https://www.metrotransit.org/nextrip/17711,0,1,,,,
17712,17712,Stevens Ave S & 27th St E,Farside S,44.953639,-93.275398,https://www.metrotransit.org/nextrip/17712,0,1,,,,
17713,17713,28th St E & Stevens Ave S,Farside E,44.951877,-93.274941,https://www.metrotransit.org/nextrip/17713,0,1,,,,
17715,17715,4th Ave S & Lake St E,Farside S,44.948044,-93.270371,https://www.metrotransit.org/nextrip/17715,0,1,,,,
17716,17716,4th Ave S & 31st St E,Nearside S,44.946750,-93.270365,https://www.metrotransit.org/nextrip/17716,0,1,,,,
17717,17717,4th Ave S & 32nd St E,Nearside S,44.945072,-93.270355,https://www.metrotransit.org/nextrip/17717,0,1,,,,
17718,17718,4th Ave S & 33rd St E,Nearside S,44.943256,-93.270329,https://www.metrotransit.org/nextrip/17718,0,1,,,,
17719,17719,4th Ave S & 34th St E,Nearside S,44.941497,-93.270295,https://www.metrotransit.org/nextrip/17719,0,1,,,,
17720,17720,4th Ave S & 35th St E,Nearside S,44.939660,-93.270280,https://www.metrotransit.org/nextrip/17720,0,1,,,,
17721,17721,4th Ave S & 36th St E,Nearside S,44.937866,-93.270263,https://www.metrotransit.org/nextrip/17721,0,1,,,,
17722,17722,4th Ave S & 37th St E,Nearside S,44.936050,-93.270238,https://www.metrotransit.org/nextrip/17722,0,1,,,,
17723,17723,4th Ave S & 38th St E,Nearside S,44.934267,-93.270199,https://www.metrotransit.org/nextrip/17723,0,1,,,,
17724,17724,4th Ave S & 39th St E,Nearside S,44.932441,-93.270205,https://www.metrotransit.org/nextrip/17724,0,1,,,,
17725,17725,4th Ave S & 40th St E,Nearside S,44.930639,-93.270226,https://www.metrotransit.org/nextrip/17725,0,1,,,,
17726,17726,4th Ave S & 41st St E,Nearside S,44.928839,-93.270200,https://www.metrotransit.org/nextrip/17726,0,1,,,,
17727,17727,4th Ave S & 42nd St E,Nearside S,44.926920,-93.270236,https://www.metrotransit.org/nextrip/17727,0,1,,,,
17728,17728,4th Ave S & 43rd St E,Nearside S,44.925207,-93.270261,https://www.metrotransit.org/nextrip/17728,0,1,,,,
17729,17729,4th Ave S & 44th St E,Nearside S,44.923404,-93.270276,https://www.metrotransit.org/nextrip/17729,0,1,,,,
17730,17730,4th Ave S & 45th St E,Nearside S,44.921585,-93.270309,https://www.metrotransit.org/nextrip/17730,0,1,,,,
17731,17731,46th St E & 4th Ave S,Farside E,44.919649,-93.269720,https://www.metrotransit.org/nextrip/17731,0,1,,,,
17733,17733,46th St E & Portland Ave S,Nearside E,44.919663,-93.267881,https://www.metrotransit.org/nextrip/17733,0,1,,,,
17740,17740,4th Ave S & 45th St E,Nearside N,44.921423,-93.270143,https://www.metrotransit.org/nextrip/17740,0,1,,,,
17741,17741,4th Ave S & 44th St E,Nearside N,44.923195,-93.270114,https://www.metrotransit.org/nextrip/17741,0,1,,,,
17742,17742,4th Ave S & 43rd St E,Nearside N,44.925033,-93.270074,https://www.metrotransit.org/nextrip/17742,0,1,,,,
17743,17743,4th Ave S & 42nd St E,Nearside N,44.926751,-93.270047,https://www.metrotransit.org/nextrip/17743,0,1,,,,
17744,17744,4th Ave S & 41st St E,Nearside N,44.928647,-93.270052,https://www.metrotransit.org/nextrip/17744,0,1,,,,
17745,17745,4th Ave S & 40th St E,Nearside N,44.930447,-93.270057,https://www.metrotransit.org/nextrip/17745,0,1,,,,
17746,17746,4th Ave S & 39th St E,Nearside N,44.932260,-93.270058,https://www.metrotransit.org/nextrip/17746,0,1,,,,
17747,17747,4th Ave S & 38th St E,Nearside N,44.934064,-93.270068,https://www.metrotransit.org/nextrip/17747,0,1,,,,
17748,17748,4th Ave S & 37th St E,Nearside N,44.935866,-93.270074,https://www.metrotransit.org/nextrip/17748,0,1,,,,
17749,17749,4th Ave S & 36th St E,Nearside N,44.937656,-93.270095,https://www.metrotransit.org/nextrip/17749,0,1,,,,
17750,17750,4th Ave S & 35th St E,Nearside N,44.939466,-93.270111,https://www.metrotransit.org/nextrip/17750,0,1,,,,
17751,17751,4th Ave S & 34th St E,Nearside N,44.941212,-93.270128,https://www.metrotransit.org/nextrip/17751,0,1,,,,
17752,17752,4th Ave S & 33rd St E,Nearside N,44.943082,-93.270158,https://www.metrotransit.org/nextrip/17752,0,1,,,,
17753,17753,4th Ave S & 32nd St E,Nearside N,44.944885,-93.270175,https://www.metrotransit.org/nextrip/17753,0,1,,,,
17754,17754,4th Ave S & 31st St E,Nearside N,44.946553,-93.270199,https://www.metrotransit.org/nextrip/17754,0,1,,,,
17755,17755,4th Ave S & Lake St E,Nearside N,44.948178,-93.270214,https://www.metrotransit.org/nextrip/17755,0,1,,,,
17757,17757,5th Ave S & 28th St E,Farside N,44.952291,-93.268910,https://www.metrotransit.org/nextrip/17757,0,1,,,,
17758,17758,5th Ave S & 27th St E,Nearside N,44.953638,-93.268898,https://www.metrotransit.org/nextrip/17758,0,1,,,,
17759,17759,5th Ave S & 26th St E,Nearside N,44.955413,-93.268876,https://www.metrotransit.org/nextrip/17759,0,1,,,,
17761,17761,26th St E & 3rd Ave S,Nearside W,44.955584,-93.272586,https://www.metrotransit.org/nextrip/17761,0,1,,,,
17762,17762,3rd Ave S & 25th St E,Nearside N,44.957220,-93.272663,https://www.metrotransit.org/nextrip/17762,0,1,,,,
17763,17763,3rd Ave S & 24th St E,Nearside N,44.959097,-93.272659,https://www.metrotransit.org/nextrip/17763,0,1,,,,
17764,17764,3rd Ave S & 22nd St E,Nearside N,44.960804,-93.272665,https://www.metrotransit.org/nextrip/17764,0,1,,,,
17765,17765,3rd Ave S & Franklin Ave E,Nearside N,44.962436,-93.272661,https://www.metrotransit.org/nextrip/17765,0,1,,,,
17766,17766,3rd Ave S & Franklin Ave / 19th St E,Midblock N,44.963608,-93.272659,https://www.metrotransit.org/nextrip/17766,0,1,,,,
17768,17768,3rd Ave S & 18th St / 17th St E,Midblock N,44.965910,-93.272673,https://www.metrotransit.org/nextrip/17768,0,1,,,,
17780,17780,I-35W & Lake St Station,Nearside N,44.948626,-93.274662,https://www.metrotransit.org/nextrip/17780,0,1,,,,
17781,17781,I-35W & Lake St Station,Nearside S,44.948118,-93.274824,https://www.metrotransit.org/nextrip/17781,0,1,,,,
17792,17792,Cedar Ave S & 42nd St E,Farside S,44.926657,-93.247426,https://www.metrotransit.org/nextrip/17792,0,1,,,,
17793,17793,Cedar Ave S & 43rd St E,Nearside S,44.925255,-93.247381,https://www.metrotransit.org/nextrip/17793,0,1,,,,
17794,17794,Cedar Ave S & 44th St E,Nearside S,44.923449,-93.247395,https://www.metrotransit.org/nextrip/17794,0,1,,,,
17795,17795,Cedar Ave S & 45th St E,Nearside S,44.921654,-93.247384,https://www.metrotransit.org/nextrip/17795,0,1,,,,
17815,17815,46th St E & Park Ave S,Nearside W,44.919777,-93.264955,https://www.metrotransit.org/nextrip/17815,0,1,,,,
17817,17817,46th St E & Portland Ave S,Nearside W,44.919781,-93.267498,https://www.metrotransit.org/nextrip/17817,0,1,,,,
17819,17819,46th St E & 4th Ave S,Nearside W,44.919762,-93.270042,https://www.metrotransit.org/nextrip/17819,0,1,,,,
17821,17821,46th St E & 3rd Ave S,Nearside W,44.919748,-93.272694,https://www.metrotransit.org/nextrip/17821,0,1,,,,
17826,17826,Penn Ave N & 16th Ave N,Nearside S,44.995344,-93.308339,https://www.metrotransit.org/nextrip/17826,0,1,,,,
17827,17827,Penn Ave N & 16th Ave N,Nearside N,44.995133,-93.308129,https://www.metrotransit.org/nextrip/17827,0,1,,,,
17835,17835,Penn Ave N & Oak Park Ave,Nearside S,44.988013,-93.308371,https://www.metrotransit.org/nextrip/17835,0,1,,,,
17836,17836,Penn Ave N & Oak Park Ave,Nearside N,44.987754,-93.308177,https://www.metrotransit.org/nextrip/17836,0,1,,,,
17839,17839,Olson & Penn Station,Farside E,44.984220,-93.307743,https://www.metrotransit.org/nextrip/17839,0,1,,,,
17840,17840,Olson & Penn Station,Nearside W,44.984590,-93.308021,https://www.metrotransit.org/nextrip/17840,0,1,,,,
17847,17847,Olson & Humboldt Station,Nearside E,44.984213,-93.298396,https://www.metrotransit.org/nextrip/17847,0,1,,,,
17848,17848,Olson & Humboldt Station,Nearside W,44.984543,-93.298023,https://www.metrotransit.org/nextrip/17848,0,1,,,,
17852,17852,Olson & Bryant Station,Nearside E,44.984205,-93.291374,https://www.metrotransit.org/nextrip/17852,0,1,,,,
17853,17853,Olson & Bryant Station,Nearside W,44.984501,-93.290844,https://www.metrotransit.org/nextrip/17853,0,1,,,,
17856,17856,Olson & 7th St Station,Farside W,44.984519,-93.284843,https://www.metrotransit.org/nextrip/17856,0,1,,,,
17857,17857,5th St Transit Center Gate A,Nearside E,44.981011,-93.275351,https://www.metrotransit.org/nextrip/17857,0,1,A,,,
